time,temperature_2m_mean,precipitation_sum,region
2016-09-01,26.1,0.3,AC
2016-09-02,27.0,2.1,AC
2016-09-03,24.3,15.7,AC
2016-09-04,19.5,1.3,AC
2016-09-05,21.4,0.0,AC
2016-09-06,22.2,0.0,AC
2016-09-07,23.2,0.0,AC
2016-09-08,25.3,0.0,AC
2016-09-09,27.1,0.0,AC
2016-09-10,28.6,0.0,AC
2016-09-11,29.0,0.0,AC
2016-09-12,28.7,0.8,AC
2016-09-13,28.8,1.7,AC
2016-09-14,28.8,1.7,AC
2016-09-15,25.1,11.8,AC
2016-09-16,26.2,0.2,AC
2016-09-17,27.6,0.2,AC
2016-09-18,28.2,0.2,AC
2016-09-19,25.8,30.7,AC
2016-09-20,25.4,3.0,AC
2016-09-21,26.9,0.3,AC
2016-09-22,26.5,3.8,AC
2016-09-23,26.2,16.0,AC
2016-09-24,24.2,13.7,AC
2016-09-25,25.1,2.1,AC
2016-09-26,26.3,0.5,AC
2016-09-27,26.4,3.1,AC
2016-09-28,26.9,1.7,AC
2016-09-29,27.4,5.4,AC
2016-09-30,26.9,13.8,AC
2016-10-01,27.5,8.4,AC
2016-10-02,25.5,12.8,AC
2016-10-03,25.0,9.7,AC
2016-10-04,26.7,0.3,AC
2016-10-05,27.7,1.3,AC
2016-10-06,25.4,16.5,AC
2016-10-07,24.4,5.1,AC
2016-10-08,26.2,4.4,AC
2016-10-09,25.8,2.4,AC
2016-10-10,25.5,9.3,AC
2016-10-11,25.0,5.9,AC
2016-10-12,26.6,0.0,AC
2016-10-13,27.7,0.3,AC
2016-10-14,27.3,1.1,AC
2016-10-15,27.6,2.0,AC
2016-10-16,28.5,0.0,AC
2016-10-17,28.3,0.9,AC
2016-10-18,28.8,0.0,AC
2016-10-19,28.3,3.2,AC
2016-10-20,27.7,13.9,AC
2016-10-21,25.7,18.5,AC
2016-10-22,26.0,3.0,AC
2016-10-23,26.8,3.5,AC
2016-10-24,27.2,6.7,AC
2016-10-25,26.2,11.8,AC
2016-10-26,26.1,4.5,AC
2016-10-27,22.6,14.4,AC
2016-10-28,21.6,6.1,AC
2016-10-29,23.2,1.6,AC
2016-10-30,26.1,0.0,AC
2016-10-31,27.0,1.1,AC
2016-11-01,26.6,4.5,AC
2016-11-02,27.3,3.1,AC
2016-11-03,22.2,30.1,AC
2016-11-04,23.5,1.4,AC
2016-11-05,25.6,3.1,AC
2016-11-06,26.6,5.1,AC
2016-11-07,26.7,8.2,AC
2016-11-08,26.6,7.0,AC
2016-11-09,25.7,31.1,AC
2016-11-10,25.5,12.9,AC
2016-11-11,26.4,6.5,AC
2016-11-12,25.8,9.8,AC
2016-11-13,24.5,12.8,AC
2016-11-14,25.8,4.3,AC
2016-11-15,26.6,2.5,AC
2016-11-16,26.6,2.5,AC
2016-11-17,25.1,18.8,AC
2016-11-18,22.7,15.2,AC
2016-11-19,24.0,0.0,AC
2016-11-20,25.4,0.4,AC
2016-11-21,26.3,1.4,AC
2016-11-22,26.9,4.5,AC
2016-11-23,25.6,0.9,AC
2016-11-24,26.1,0.8,AC
2016-11-25,27.0,5.9,AC
2016-11-26,25.9,8.5,AC
2016-11-27,25.7,1.4,AC
2016-11-28,27.3,0.4,AC
2016-11-29,27.3,6.4,AC
2016-11-30,25.0,15.5,AC
2016-12-01,25.0,11.8,AC
2016-12-02,26.0,1.4,AC
2016-12-03,27.1,0.0,AC
2016-12-04,25.5,7.3,AC
2016-12-05,26.3,6.0,AC
2016-12-06,25.4,8.0,AC
2016-12-07,24.9,2.0,AC
2016-12-08,27.1,0.0,AC
2016-12-09,27.0,2.1,AC
2016-12-10,26.3,3.4,AC
2016-12-11,26.2,10.3,AC
2016-12-12,25.7,2.6,AC
2016-12-13,26.3,4.3,AC
2016-12-14,26.4,6.4,AC
2016-12-15,23.9,24.5,AC
2016-12-16,25.6,3.2,AC
2016-12-17,24.0,28.2,AC
2016-12-18,24.9,13.4,AC
2016-12-19,25.1,21.8,AC
2016-12-20,26.2,1.1,AC
2016-12-21,24.6,18.0,AC
2016-12-22,25.1,8.9,AC
2016-12-23,26.5,0.4,AC
2016-12-24,25.4,7.3,AC
2016-12-25,27.2,0.0,AC
2016-12-26,26.1,7.8,AC
2016-12-27,25.8,8.3,AC
2016-12-28,25.2,8.1,AC
2016-12-29,23.9,10.6,AC
2016-12-30,25.2,8.9,AC
2016-12-31,25.9,12.7,AC
2017-01-01,25.2,9.1,AC
2017-01-02,25.7,3.9,AC
2017-01-03,25.4,7.3,AC
2017-01-04,25.0,19.8,AC
2017-01-05,25.3,31.0,AC
2017-01-06,24.7,15.4,AC
2017-01-07,25.3,11.7,AC
2017-01-08,25.4,5.4,AC
2017-01-09,25.2,3.7,AC
2017-01-10,25.9,5.5,AC
2017-01-11,24.7,15.7,AC
2017-01-12,25.1,9.2,AC
2017-01-13,25.3,3.1,AC
2017-01-14,24.6,8.5,AC
2017-01-15,25.0,16.3,AC
2017-01-16,24.1,25.6,AC
2017-01-17,25.1,2.2,AC
2017-01-18,25.9,1.6,AC
2017-01-19,24.9,17.5,AC
2017-01-20,24.8,4.1,AC
2017-01-21,24.3,16.7,AC
2017-01-22,24.2,6.2,AC
2017-01-23,25.1,10.0,AC
2017-01-24,25.8,5.3,AC
2017-01-25,25.5,5.6,AC
2017-01-26,25.6,4.1,AC
2017-01-27,24.0,26.0,AC
2017-01-28,24.8,1.6,AC
2017-01-29,24.4,14.8,AC
2017-01-30,25.7,1.8,AC
2017-01-31,25.2,5.9,AC
2017-02-01,25.3,11.1,AC
2017-02-02,25.8,1.1,AC
2017-02-03,26.2,1.2,AC
2017-02-04,25.6,4.7,AC
2017-02-05,26.2,0.1,AC
2017-02-06,26.7,2.2,AC
2017-02-07,25.0,17.6,AC
2017-02-08,25.7,3.9,AC
2017-02-09,25.3,2.1,AC
2017-02-10,26.2,7.3,AC
2017-02-11,26.0,4.7,AC
2017-02-12,25.2,17.0,AC
2017-02-13,24.2,13.9,AC
2017-02-14,24.6,7.6,AC
2017-02-15,25.6,2.7,AC
2017-02-16,25.7,0.5,AC
2017-02-17,25.6,0.9,AC
2017-02-18,26.0,7.7,AC
2017-02-19,25.4,10.2,AC
2017-02-20,25.5,17.9,AC
2017-02-21,24.8,3.9,AC
2017-02-22,24.5,5.9,AC
2017-02-23,24.1,12.8,AC
2017-02-24,23.7,30.9,AC
2017-02-25,24.3,8.0,AC
2017-02-26,23.7,19.1,AC
2017-02-27,25.0,6.6,AC
2017-02-28,25.8,7.3,AC
2017-03-01,25.7,11.3,AC
2017-03-02,25.0,6.8,AC
2017-03-03,25.8,0.3,AC
2017-03-04,25.9,4.0,AC
2017-03-05,26.4,2.2,AC
2017-03-06,26.4,5.5,AC
2017-03-07,24.7,15.8,AC
2017-03-08,25.3,1.1,AC
2017-03-09,24.8,16.6,AC
2017-03-10,26.3,0.7,AC
2017-03-11,26.3,4.3,AC
2017-03-12,25.4,0.9,AC
2017-03-13,25.6,2.3,AC
2017-03-14,24.4,7.3,AC
2017-03-15,26.1,1.3,AC
2017-03-16,26.0,9.2,AC
2017-03-17,23.7,25.8,AC
2017-03-18,23.2,6.0,AC
2017-03-19,24.3,0.2,AC
2017-03-20,23.8,26.8,AC
2017-03-21,23.9,28.2,AC
2017-03-22,24.2,14.2,AC
2017-03-23,26.0,3.0,AC
2017-03-24,25.2,17.1,AC
2017-03-25,25.4,1.2,AC
2017-03-26,25.8,6.1,AC
2017-03-27,25.8,14.4,AC
2017-03-28,24.6,6.0,AC
2017-03-29,25.4,2.0,AC
2017-03-30,26.1,1.6,AC
2017-03-31,26.2,0.8,AC
2017-04-01,26.6,0.5,AC
2017-04-02,26.3,1.3,AC
2017-04-03,25.4,3.1,AC
2017-04-04,25.9,8.8,AC
2017-04-05,26.7,1.7,AC
2017-04-06,25.6,8.8,AC
2017-04-07,25.9,1.7,AC
2017-04-08,25.9,10.7,AC
2017-04-09,25.8,5.2,AC
2017-04-10,25.0,10.6,AC
2017-04-11,23.9,9.9,AC
2017-04-12,24.3,1.9,AC
2017-04-13,25.1,0.1,AC
2017-04-14,25.6,0.3,AC
2017-04-15,25.9,2.3,AC
2017-04-16,26.2,6.5,AC
2017-04-17,25.4,6.3,AC
2017-04-18,25.0,8.1,AC
2017-04-19,25.1,13.8,AC
2017-04-20,25.7,5.4,AC
2017-04-21,25.7,2.3,AC
2017-04-22,24.7,9.7,AC
2017-04-23,24.8,3.1,AC
2017-04-24,25.5,0.1,AC
2017-04-25,26.0,7.6,AC
2017-04-26,25.7,7.6,AC
2017-04-27,22.4,19.6,AC
2017-04-28,20.2,7.5,AC
2017-04-29,23.3,0.0,AC
2017-04-30,25.1,0.6,AC
2017-05-01,24.7,12.4,AC
2017-05-02,25.1,4.6,AC
2017-05-03,25.2,3.0,AC
2017-05-04,25.4,6.0,AC
2017-05-05,25.6,5.1,AC
2017-05-06,25.4,3.2,AC
2017-05-07,25.8,3.0,AC
2017-05-08,26.1,1.2,AC
2017-05-09,25.8,1.1,AC
2017-05-10,25.4,8.8,AC
2017-05-11,24.8,13.5,AC
2017-05-12,25.4,1.9,AC
2017-05-13,26.6,0.7,AC
2017-05-14,26.1,6.7,AC
2017-05-15,26.3,0.7,AC
2017-05-16,25.5,9.1,AC
2017-05-17,26.3,0.3,AC
2017-05-18,25.5,5.0,AC
2017-05-19,25.9,2.5,AC
2017-05-20,25.8,6.2,AC
2017-05-21,25.7,11.1,AC
2017-05-22,25.4,3.4,AC
2017-05-23,24.7,9.7,AC
2017-05-24,25.0,9.5,AC
2017-05-25,26.0,0.9,AC
2017-05-26,26.7,0.6,AC
2017-05-27,25.4,9.6,AC
2017-05-28,24.1,20.5,AC
2017-05-29,24.3,0.7,AC
2017-05-30,24.0,0.2,AC
2017-05-31,23.7,1.5,AC
2017-06-01,22.8,0.0,AC
2017-06-02,23.2,0.0,AC
2017-06-03,24.5,1.1,AC
2017-06-04,25.5,0.5,AC
2017-06-05,26.2,0.4,AC
2017-06-06,25.0,17.1,AC
2017-06-07,25.4,0.7,AC
2017-06-08,26.1,2.4,AC
2017-06-09,24.9,12.8,AC
2017-06-10,17.4,15.4,AC
2017-06-11,20.1,0.0,AC
2017-06-12,23.5,0.4,AC
2017-06-13,23.7,0.2,AC
2017-06-14,24.8,0.1,AC
2017-06-15,24.8,0.0,AC
2017-06-16,24.8,0.0,AC
2017-06-17,24.7,0.1,AC
2017-06-18,25.8,0.5,AC
2017-06-19,24.0,10.0,AC
2017-06-20,18.5,0.0,AC
2017-06-21,19.5,0.0,AC
2017-06-22,21.6,0.0,AC
2017-06-23,23.5,0.0,AC
2017-06-24,24.3,0.7,AC
2017-06-25,25.1,0.0,AC
2017-06-26,25.3,0.0,AC
2017-06-27,25.6,0.4,AC
2017-06-28,25.4,0.0,AC
2017-06-29,25.3,0.0,AC
2017-06-30,25.3,0.0,AC
2017-07-01,24.9,0.0,AC
2017-07-02,24.8,0.0,AC
2017-07-03,24.7,0.0,AC
2017-07-04,24.7,0.0,AC
2017-07-05,25.1,0.0,AC
2017-07-06,25.9,0.1,AC
2017-07-07,25.5,0.5,AC
2017-07-08,25.5,0.2,AC
2017-07-09,25.2,0.0,AC
2017-07-10,25.0,0.0,AC
2017-07-11,25.7,0.0,AC
2017-07-12,24.9,0.0,AC
2017-07-13,24.1,0.0,AC
2017-07-14,24.3,0.0,AC
2017-07-15,25.7,0.0,AC
2017-07-16,25.9,0.0,AC
2017-07-17,24.2,3.2,AC
2017-07-18,16.9,0.0,AC
2017-07-19,18.7,0.0,AC
2017-07-20,20.1,0.0,AC
2017-07-21,22.1,0.0,AC
2017-07-22,23.9,0.0,AC
2017-07-23,25.3,0.0,AC
2017-07-24,26.4,0.0,AC
2017-07-25,26.5,0.0,AC
2017-07-26,26.5,0.0,AC
2017-07-27,26.4,0.0,AC
2017-07-28,25.3,0.0,AC
2017-07-29,25.1,0.0,AC
2017-07-30,25.9,0.0,AC
2017-07-31,25.9,0.0,AC
2017-08-01,26.1,0.0,AC
2017-08-02,26.6,0.0,AC
2017-08-03,26.3,0.0,AC
2017-08-04,24.2,0.0,AC
2017-08-05,26.0,0.0,AC
2017-08-06,26.2,0.0,AC
2017-08-07,26.8,0.0,AC
2017-08-08,27.8,0.0,AC
2017-08-09,27.6,1.6,AC
2017-08-10,27.0,2.9,AC
2017-08-11,26.8,0.2,AC
2017-08-12,27.3,0.0,AC
2017-08-13,27.4,0.9,AC
2017-08-14,26.9,5.4,AC
2017-08-15,27.1,2.5,AC
2017-08-16,28.4,0.6,AC
2017-08-17,25.0,9.9,AC
2017-08-18,23.6,5.4,AC
2017-08-19,26.0,0.0,AC
2017-08-20,26.2,1.8,AC
2017-08-21,24.3,0.4,AC
2017-08-22,24.3,0.0,AC
2017-08-23,25.6,0.0,AC
2017-08-24,27.2,0.0,AC
2017-08-25,27.7,0.7,AC
2017-08-26,26.9,1.7,AC
2017-08-27,27.9,0.0,AC
2017-08-28,28.1,0.0,AC
2017-08-29,27.9,0.8,AC
2017-08-30,27.6,1.7,AC
2017-08-31,26.6,2.8,AC
2017-09-01,27.2,0.5,AC
2017-09-02,28.0,0.0,AC
2017-09-03,27.7,0.5,AC
2017-09-04,28.7,0.5,AC
2017-09-05,28.7,0.7,AC
2017-09-06,27.2,4.2,AC
2017-09-07,28.1,0.0,AC
2017-09-08,26.8,4.2,AC
2017-09-09,27.1,0.1,AC
2017-09-10,28.5,0.0,AC
2017-09-11,26.6,1.2,AC
2017-09-12,26.9,1.2,AC
2017-09-13,26.9,0.0,AC
2017-09-14,27.8,3.7,AC
2017-09-15,27.1,3.2,AC
2017-09-16,26.2,6.9,AC
2017-09-17,25.2,0.0,AC
2017-09-18,26.0,0.0,AC
2017-09-19,27.2,0.0,AC
2017-09-20,28.1,0.0,AC
2017-09-21,28.6,0.0,AC
2017-09-22,26.6,6.8,AC
2017-09-23,26.2,2.1,AC
2017-09-24,26.1,2.4,AC
2017-09-25,26.7,0.7,AC
2017-09-26,26.9,1.7,AC
2017-09-27,26.1,12.8,AC
2017-09-28,25.8,4.6,AC
2017-09-29,26.5,12.8,AC
2017-09-30,26.5,4.7,AC
2017-10-01,28.3,0.2,AC
2017-10-02,28.8,1.0,AC
2017-10-03,25.7,17.8,AC
2017-10-04,26.4,3.3,AC
2017-10-05,27.9,0.0,AC
2017-10-06,27.7,3.1,AC
2017-10-07,27.1,1.1,AC
2017-10-08,28.0,0.0,AC
2017-10-09,27.7,1.9,AC
2017-10-10,26.7,7.9,AC
2017-10-11,27.2,1.6,AC
2017-10-12,26.0,9.2,AC
2017-10-13,27.7,4.6,AC
2017-10-14,23.6,20.9,AC
2017-10-15,23.3,0.0,AC
2017-10-16,26.3,0.3,AC
2017-10-17,28.0,3.0,AC
2017-10-18,28.8,0.2,AC
2017-10-19,27.5,4.0,AC
2017-10-20,26.1,13.2,AC
2017-10-21,25.4,6.5,AC
2017-10-22,25.9,0.1,AC
2017-10-23,24.4,15.1,AC
2017-10-24,25.0,0.9,AC
2017-10-25,25.9,4.9,AC
2017-10-26,27.0,0.2,AC
2017-10-27,27.0,2.1,AC
2017-10-28,25.9,5.5,AC
2017-10-29,25.2,8.8,AC
2017-10-30,26.0,8.0,AC
2017-10-31,26.3,3.7,AC
2017-11-01,25.2,5.9,AC
2017-11-02,25.3,7.3,AC
2017-11-03,26.5,4.9,AC
2017-11-04,26.4,3.8,AC
2017-11-05,25.7,10.3,AC
2017-11-06,23.9,7.4,AC
2017-11-07,24.4,4.1,AC
2017-11-08,26.2,6.7,AC
2017-11-09,26.1,3.4,AC
2017-11-10,24.5,13.5,AC
2017-11-11,25.9,5.6,AC
2017-11-12,24.8,33.1,AC
2017-11-13,24.9,19.4,AC
2017-11-14,25.1,3.6,AC
2017-11-15,25.6,2.2,AC
2017-11-16,26.5,0.1,AC
2017-11-17,25.1,0.5,AC
2017-11-18,26.2,9.8,AC
2017-11-19,25.1,22.3,AC
2017-11-20,25.4,10.2,AC
2017-11-21,26.2,1.1,AC
2017-11-22,26.7,3.5,AC
2017-11-23,25.6,16.1,AC
2017-11-24,26.3,0.1,AC
2017-11-25,26.1,5.5,AC
2017-11-26,26.6,1.0,AC
2017-11-27,26.2,2.1,AC
2017-11-28,25.5,6.9,AC
2017-11-29,25.6,2.4,AC
2017-11-30,27.1,0.9,AC
2017-12-01,26.8,9.7,AC
2017-12-02,25.3,10.5,AC
2017-12-03,25.8,4.5,AC
2017-12-04,27.0,0.4,AC
2017-12-05,25.3,9.9,AC
2017-12-06,23.6,16.2,AC
2017-12-07,25.9,0.0,AC
2017-12-08,27.4,3.8,AC
2017-12-09,27.3,4.4,AC
2017-12-10,27.0,27.5,AC
2017-12-11,25.0,41.2,AC
2017-12-12,26.7,1.5,AC
2017-12-13,26.4,3.4,AC
2017-12-14,26.4,3.3,AC
2017-12-15,25.5,10.4,AC
2017-12-16,25.6,6.2,AC
2017-12-17,26.6,0.3,AC
2017-12-18,25.5,21.3,AC
2017-12-19,24.3,21.3,AC
2017-12-20,24.7,8.0,AC
2017-12-21,25.4,1.4,AC
2017-12-22,25.9,0.9,AC
2017-12-23,25.8,3.4,AC
2017-12-24,26.0,7.6,AC
2017-12-25,24.9,13.0,AC
2017-12-26,23.1,13.3,AC
2017-12-27,24.3,2.6,AC
2017-12-28,24.3,10.1,AC
2017-12-29,24.8,7.1,AC
2017-12-30,26.0,4.3,AC
2017-12-31,25.0,14.0,AC
2018-01-01,25.3,5.1,AC
2018-01-02,25.5,3.0,AC
2018-01-03,26.1,0.3,AC
2018-01-04,25.0,9.5,AC
2018-01-05,25.4,6.3,AC
2018-01-06,26.1,3.5,AC
2018-01-07,23.9,4.8,AC
2018-01-08,23.6,7.2,AC
2018-01-09,24.3,15.5,AC
2018-01-10,23.8,17.2,AC
2018-01-11,24.1,12.4,AC
2018-01-12,24.6,1.1,AC
2018-01-13,25.9,5.3,AC
2018-01-14,24.4,4.5,AC
2018-01-15,25.0,24.9,AC
2018-01-16,23.1,45.1,AC
2018-01-17,24.3,5.5,AC
2018-01-18,25.4,2.3,AC
2018-01-19,25.3,5.9,AC
2018-01-20,24.9,18.3,AC
2018-01-21,25.0,16.7,AC
2018-01-22,25.9,3.4,AC
2018-01-23,25.1,8.0,AC
2018-01-24,25.5,10.8,AC
2018-01-25,25.5,4.1,AC
2018-01-26,26.5,0.9,AC
2018-01-27,26.7,3.5,AC
2018-01-28,26.7,6.2,AC
2018-01-29,25.9,5.8,AC
2018-01-30,26.2,0.1,AC
2018-01-31,26.3,7.4,AC
2018-02-01,25.5,10.1,AC
2018-02-02,25.2,3.6,AC
2018-02-03,25.8,7.1,AC
2018-02-04,24.9,18.9,AC
2018-02-05,24.6,36.2,AC
2018-02-06,26.2,1.0,AC
2018-02-07,26.8,1.0,AC
2018-02-08,26.2,3.8,AC
2018-02-09,26.0,5.5,AC
2018-02-10,26.2,14.9,AC
2018-02-11,25.6,6.1,AC
2018-02-12,26.1,0.8,AC
2018-02-13,24.7,28.6,AC
2018-02-14,24.0,11.7,AC
2018-02-15,25.1,14.8,AC
2018-02-16,25.4,0.4,AC
2018-02-17,25.9,0.5,AC
2018-02-18,25.8,2.8,AC
2018-02-19,25.6,1.1,AC
2018-02-20,24.7,5.3,AC
2018-02-21,25.4,6.1,AC
2018-02-22,24.5,21.6,AC
2018-02-23,23.6,8.3,AC
2018-02-24,22.8,42.8,AC
2018-02-25,22.5,27.2,AC
2018-02-26,24.9,0.3,AC
2018-02-27,25.5,0.2,AC
2018-02-28,26.5,0.1,AC
2018-03-01,26.4,0.7,AC
2018-03-02,25.6,2.4,AC
2018-03-03,26.0,0.6,AC
2018-03-04,26.0,3.2,AC
2018-03-05,26.7,0.4,AC
2018-03-06,26.0,5.7,AC
2018-03-07,23.7,10.0,AC
2018-03-08,25.2,0.0,AC
2018-03-09,26.0,5.1,AC
2018-03-10,24.8,23.8,AC
2018-03-11,26.1,3.7,AC
2018-03-12,25.5,13.0,AC
2018-03-13,25.6,16.9,AC
2018-03-14,25.6,12.7,AC
2018-03-15,27.0,0.6,AC
2018-03-16,26.6,0.2,AC
2018-03-17,26.0,1.1,AC
2018-03-18,25.8,12.3,AC
2018-03-19,26.8,0.0,AC
2018-03-20,25.1,16.0,AC
2018-03-21,23.8,5.0,AC
2018-03-22,24.8,1.5,AC
2018-03-23,25.5,1.7,AC
2018-03-24,26.4,0.0,AC
2018-03-25,26.5,1.2,AC
2018-03-26,21.5,16.9,AC
2018-03-27,22.8,0.0,AC
2018-03-28,24.3,0.0,AC
2018-03-29,25.7,0.1,AC
2018-03-30,25.9,1.1,AC
2018-03-31,24.5,17.6,AC
2018-04-01,25.2,1.5,AC
2018-04-02,25.3,4.9,AC
2018-04-03,24.6,10.8,AC
2018-04-04,24.0,5.1,AC
2018-04-05,25.2,3.3,AC
2018-04-06,25.9,4.9,AC
2018-04-07,24.4,20.0,AC
2018-04-08,24.6,2.5,AC
2018-04-09,24.6,14.6,AC
2018-04-10,24.6,18.4,AC
2018-04-11,25.4,3.9,AC
2018-04-12,24.2,24.7,AC
2018-04-13,24.0,9.8,AC
2018-04-14,24.1,24.1,AC
2018-04-15,24.3,5.0,AC
2018-04-16,24.1,3.5,AC
2018-04-17,24.4,1.3,AC
2018-04-18,25.6,0.1,AC
2018-04-19,24.9,2.6,AC
2018-04-20,25.2,3.3,AC
2018-04-21,24.6,3.5,AC
2018-04-22,25.4,10.2,AC
2018-04-23,25.9,1.9,AC
2018-04-24,25.9,4.7,AC
2018-04-25,24.6,9.7,AC
2018-04-26,25.7,1.1,AC
2018-04-27,25.9,0.8,AC
2018-04-28,25.6,10.4,AC
2018-04-29,25.5,2.9,AC
2018-04-30,25.0,15.4,AC
2018-05-01,24.9,8.3,AC
2018-05-02,25.5,0.7,AC
2018-05-03,25.7,0.6,AC
2018-05-04,25.1,8.7,AC
2018-05-05,24.8,9.7,AC
2018-05-06,24.4,27.8,AC
2018-05-07,25.1,3.2,AC
2018-05-08,25.0,0.7,AC
2018-05-09,24.9,13.4,AC
2018-05-10,25.1,1.0,AC
2018-05-11,25.6,1.4,AC
2018-05-12,24.4,2.1,AC
2018-05-13,24.1,0.1,AC
2018-05-14,24.9,0.1,AC
2018-05-15,24.9,11.0,AC
2018-05-16,24.7,11.9,AC
2018-05-17,24.2,18.8,AC
2018-05-18,25.0,0.9,AC
2018-05-19,24.4,21.2,AC
2018-05-20,21.9,4.7,AC
2018-05-21,21.8,0.0,AC
2018-05-22,23.4,0.0,AC
2018-05-23,23.8,0.0,AC
2018-05-24,23.3,0.1,AC
2018-05-25,23.6,0.3,AC
2018-05-26,24.4,0.0,AC
2018-05-27,25.0,0.5,AC
2018-05-28,25.1,1.0,AC
2018-05-29,25.0,2.3,AC
2018-05-30,25.3,1.9,AC
2018-05-31,25.2,11.1,AC
2018-06-01,25.0,7.7,AC
2018-06-02,23.2,22.5,AC
2018-06-03,18.8,0.0,AC
2018-06-04,18.3,0.0,AC
2018-06-05,20.1,0.0,AC
2018-06-06,21.2,0.0,AC
2018-06-07,22.3,0.0,AC
2018-06-08,22.3,0.0,AC
2018-06-09,22.6,1.2,AC
2018-06-10,24.1,0.9,AC
2018-06-11,25.4,0.7,AC
2018-06-12,25.6,0.3,AC
2018-06-13,25.3,0.9,AC
2018-06-14,22.9,3.0,AC
2018-06-15,21.8,0.0,AC
2018-06-16,20.5,0.0,AC
2018-06-17,20.7,0.0,AC
2018-06-18,21.8,0.0,AC
2018-06-19,21.7,0.0,AC
2018-06-20,22.5,0.0,AC
2018-06-21,23.3,0.0,AC
2018-06-22,24.3,0.1,AC
2018-06-23,25.1,0.2,AC
2018-06-24,25.0,1.0,AC
2018-06-25,25.0,0.0,AC
2018-06-26,24.7,0.0,AC
2018-06-27,25.3,0.0,AC
2018-06-28,25.4,0.0,AC
2018-06-29,25.8,0.0,AC
2018-06-30,25.5,0.0,AC
2018-07-01,25.7,0.0,AC
2018-07-02,26.2,0.0,AC
2018-07-03,26.2,0.0,AC
2018-07-04,25.9,0.0,AC
2018-07-05,25.2,0.0,AC
2018-07-06,26.0,0.0,AC
2018-07-07,25.4,0.0,AC
2018-07-08,25.9,0.0,AC
2018-07-09,23.8,0.0,AC
2018-07-10,20.6,0.0,AC
2018-07-11,20.4,0.0,AC
2018-07-12,22.2,0.0,AC
2018-07-13,24.6,0.0,AC
2018-07-14,25.5,0.0,AC
2018-07-15,25.9,0.3,AC
2018-07-16,26.1,1.9,AC
2018-07-17,26.2,0.3,AC
2018-07-18,26.4,0.1,AC
2018-07-19,26.5,0.4,AC
2018-07-20,26.8,0.0,AC
2018-07-21,24.7,1.8,AC
2018-07-22,22.3,0.0,AC
2018-07-23,24.6,0.0,AC
2018-07-24,25.1,0.0,AC
2018-07-25,23.6,0.0,AC
2018-07-26,24.4,0.0,AC
2018-07-27,24.2,0.0,AC
2018-07-28,25.1,0.0,AC
2018-07-29,26.5,0.0,AC
2018-07-30,26.6,0.3,AC
2018-07-31,25.6,5.3,AC
2018-08-01,24.6,0.5,AC
2018-08-02,25.1,0.0,AC
2018-08-03,26.1,0.0,AC
2018-08-04,26.6,1.0,AC
2018-08-05,20.5,24.4,AC
2018-08-06,21.4,0.5,AC
2018-08-07,23.1,0.0,AC
2018-08-08,25.5,2.0,AC
2018-08-09,26.2,2.2,AC
2018-08-10,22.6,0.0,AC
2018-08-11,24.6,0.0,AC
2018-08-12,25.8,0.0,AC
2018-08-13,27.4,0.0,AC
2018-08-14,26.7,3.3,AC
2018-08-15,22.9,24.8,AC
2018-08-16,23.0,0.0,AC
2018-08-17,25.4,0.0,AC
2018-08-18,25.9,0.2,AC
2018-08-19,25.9,1.4,AC
2018-08-20,21.8,19.2,AC
2018-08-21,17.5,0.2,AC
2018-08-22,21.4,0.0,AC
2018-08-23,23.7,0.0,AC
2018-08-24,25.9,0.0,AC
2018-08-25,25.6,18.7,AC
2018-08-26,21.2,0.4,AC
2018-08-27,22.4,0.0,AC
2018-08-28,24.6,0.0,AC
2018-08-29,26.4,0.1,AC
2018-08-30,27.0,0.5,AC
2018-08-31,26.8,3.0,AC
2018-09-01,27.3,0.4,AC
2018-09-02,25.3,12.7,AC
2018-09-03,22.7,0.0,AC
2018-09-04,23.1,0.0,AC
2018-09-05,22.5,0.0,AC
2018-09-06,23.4,0.0,AC
2018-09-07,25.3,0.0,AC
2018-09-08,27.0,0.0,AC
2018-09-09,27.8,0.0,AC
2018-09-10,27.7,0.0,AC
2018-09-11,28.3,0.0,AC
2018-09-12,28.3,0.1,AC
2018-09-13,27.9,0.4,AC
2018-09-14,27.7,0.2,AC
2018-09-15,26.1,10.3,AC
2018-09-16,24.9,5.4,AC
2018-09-17,26.2,0.9,AC
2018-09-18,26.0,6.1,AC
2018-09-19,27.2,0.0,AC
2018-09-20,27.2,6.2,AC
2018-09-21,26.9,1.8,AC
2018-09-22,26.9,1.6,AC
2018-09-23,25.2,0.7,AC
2018-09-24,27.2,1.3,AC
2018-09-25,28.3,0.2,AC
2018-09-26,28.6,1.1,AC
2018-09-27,28.5,4.5,AC
2018-09-28,27.1,2.2,AC
2018-09-29,26.7,2.9,AC
2018-09-30,27.2,5.0,AC
2018-10-01,27.3,3.9,AC
2018-10-02,26.8,0.1,AC
2018-10-03,26.0,8.2,AC
2018-10-04,25.4,26.3,AC
2018-10-05,25.1,1.6,AC
2018-10-06,25.8,0.1,AC
2018-10-07,26.6,3.1,AC
2018-10-08,27.7,1.3,AC
2018-10-09,26.9,6.9,AC
2018-10-10,26.7,1.8,AC
2018-10-11,25.1,1.7,AC
2018-10-12,26.5,1.5,AC
2018-10-13,26.4,1.3,AC
2018-10-14,27.2,0.5,AC
2018-10-15,27.7,0.6,AC
2018-10-16,28.3,0.3,AC
